Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
11,0.76027+0.25444i,0.86566+0.79074i,-0.15001-0.14706i,-0.2937+0.71778i,-0.79275+0.35546i,0.14943+0.28162i,0.80151+0.28478i,-0.65854+0.28561i,-0.87204-0.21823i,-0.34799+0.72411i,0.22175-0.14294i,-0.72189-0.29402i,0.65512-0.78697i,0.36369+0.14872i,-0.73165-0.21115i,0.14686+0.72387i,0.80294+0.86487i,-0.15094-0.15733i,0.72098-0.7983i,-0.6524-0.35362i,0.13945-0.28309i,0.29023-0.28581i,0.28327-0.28441i,-0.72606-0.28283i,-0.86338+0.2176i,0.15711+0.28649i,0.79744+0.28482i,0.85848+0.28598i,-0.15266+0.2816i,-0.29338+0.79379i,-0.28816+0.35733i,-0.2863-0.22503i,-0.79067-0.29154i,0.65763-0.79014i,0.36034-0.3537i,-0.22203-0.27749i,0.71897-0.79384i,0.86323+0.65985i,0.35053+0.36093i,0.28104-0.73133i,-0.22301+0.1435i,-0.28973+0.80109i,-0.79279-0.65602i,-0.85842-0.86971i,0.15712+0.15247i,-0.21542-0.21486i,0.72179+0.71846i,0.35638+0.35666i,0.28479-0.73115i,0.29012-0.86652i,0.79233-0.35274i,-0.65674+0.22258i,0.64829-0.21567i,0.86937-0.79489i,-0.66052+0.14631i,0.64636-0.71798i,0.86991-0.36105i,-0.6588-0.28384i,0.14437+0.21956i,0.29556+0.79108i,0.28878+0.3557i,-0.72994-0.72636i,-0.86263+0.14629i,0.65826-0.71857i,-0.65118-0.86386i,-0.86605+0.15428i,0.66162+0.80202i,-0.64996-0.1537i,0.13876+0.71815i,-0.71696+0.86482i,0.65115+0.86003i,0.36287+0.86036i,-0.73205-0.65997i,0.65428-0.86868i,-0.14336+0.65826i,-0.29287-0.144i,0.72552+0.21245i,-0.14522-0.2143i,-0.29632+0.72213i,-0.28346+0.3604i,-0.28732+0.78714i,0.22023+0.35446i,-0.22024-0.73231i,-0.79634-0.86433i,0.14833+0.15318i,0.79783-0.72113i,0.86243-0.86091i,-0.65834-0.85696i,-0.36452-0.35456i,0.22238+0.22615i,-0.21769+0.79553i,-0.29167+0.35395i,-0.28516+0.79063i,-0.28316+0.85726i,0.72562-0.66171i,-0.65445+0.14122i,0.14377+0.79501i,-0.21253+0.35405i,0.72309-0.72998i,0.86558-0.8677i
12,-0.56416+0.56517i,-0.64627+0.64613i,0.49251-0.48944i,-0.48531+0.48555i,-0.64875-0.48035i,0.48855+0.48215i,-0.48339-0.48477i,-0.64704+0.47874i,0.48826+0.64634i,-0.48419+0.64023i,-0.65024-0.49266i,0.48994-0.64829i,0.64491+0.49005i,-0.4934+0.64771i,-0.6493-0.49373i,0.49068+0.48537i,0.64829+0.64501i,0.63667+0.63622i,0.63751-0.48718i,0.64194-0.64748i,-0.48888-0.64021i,-0.64759+0.4876i,-0.64424+0.64914i,0.49171+0.63909i,0.64791-0.48907i,-0.49406-0.64786i,-0.64472-0.64139i,-0.63634+0.48848i,0.49202-0.48478i,-0.48239+0.48524i,-0.65002+0.65176i,-0.64082+0.64323i,0.49005-0.49128i,-0.48332-0.64612i,-0.64857-0.64098i,-0.63935-0.64204i,0.49486-0.64649i,-0.48216-0.63798i,0.48601-0.64023i,-0.48716+0.49582i,0.48177-0.48662i,0.64946-0.64882i,0.63905+0.49483i,0.64324-0.48546i,-0.49155+0.48288i,0.48181+0.65017i,-0.48274+0.63947i,0.48701-0.49099i,-0.48294-0.64459i,0.48206+0.49042i,0.64871-0.48236i,-0.4931+0.48235i,-0.64622+0.64959i,0.49426-0.49304i,0.64876+0.48722i,-0.49526-0.4815i,0.48459+0.48316i,-0.4845-0.48585i,-0.64988-0.64828i,0.49008-0.63752i,-0.48521-0.64066i,-0.64433+0.49024i,-0.63767+0.64815i,0.49248-0.49183i,0.64731+0.48424i,-0.49209+0.64585i,0.48321+0.64162i,0.64644+0.6419i,0.63917+0.64125i,-0.49266+0.6398i,-0.64949+0.64201i,-0.64115+0.63891i,-0.63863-0.4899i,-0.6393+0.48241i,-0.64138+0.64263i,-0.63899-0.49112i,-0.63644-0.65015i,0.48949-0.6403i,-0.48496-0.63887i,-0.64628-0.64051i,-0.63888-0.64113i,-0.64069-0.64135i,-0.63873+0.49574i,-0.63841+0.64543i,0.49448-0.49155i,0.64894+0.48738i,0.63809+0.64667i,0.64451+0.64079i,0.63706+0.64019i,-0.49359-0.49079i,0.48296-0.64578i,0.64797+0.49037i,0.64193+0.64675i,0.63694-0.49218i,-0.49018+0.48139i,-0.64364+0.64959i,-0.63893+0.63556i,0.48976+0.63678i,-0.48365+0.64317i,-0.64864-0.49096i
13,0.25053+0.25185i,0.28948+0.2841i,-0.21561+0.28493i,0.72096+0.28631i,-0.149-0.2202i,0.71822-0.2922i,-0.144+0.7273i,0.20949-0.65539i,-0.72104+0.6493i,-0.35816-0.14253i,-0.78969+0.71862i,-0.35559+0.86584i,-0.28574-0.65753i,0.22191+0.14841i,0.79347-0.21109i,0.85942+0.72083i,-0.15213+0.86316i,-0.29245-0.15225i,0.21972-0.29466i,-0.71989+0.22487i,-0.86521+0.79664i,0.15609+0.35597i,-0.2124-0.22486i,0.21968+0.21746i,0.79221-0.21543i,-0.65594-0.28695i,-0.86736-0.79121i,-0.85874-0.86232i,0.66411+0.65804i,0.86689+0.86862i,-0.65744+0.35201i,0.65031-0.73413i,-0.14235+0.65283i,0.71961+0.87144i,-0.64815-0.65835i,0.14384+0.14071i,0.79996+0.79613i,-0.65723-0.65832i,0.64837-0.86923i,-0.14505+0.15371i,0.72018+0.80012i,-0.6542-0.15043i,0.6496+0.21772i,-0.14261-0.21483i,0.21571+0.21705i,-0.21756+0.7986i,0.21664+0.85842i,0.28712+0.85968i,-0.22388+0.35512i,0.72152-0.22545i,0.36168-0.79894i,-0.73017+0.6541i,0.65125-0.14381i,-0.65336+0.21374i,0.65261+0.798i,0.3659-0.15016i,-0.22445+0.2131i,-0.7954+0.79184i,0.65345-0.65721i,-0.14722-0.87153i,0.21263+0.66613i,-0.72442+0.36486i,0.65129-0.72953i,-0.64787+0.65685i,-0.86598+0.3607i,0.66212+0.28225i,-0.64781+0.28965i,0.65265+0.79161i,-0.64734+0.86033i,-0.36015-0.15424i,-0.27669-0.79956i,-0.28613+0.66172i,0.21976-0.65082i,-0.72618-0.3635i,0.65554-0.78892i,-0.65005+0.15165i,-0.86635-0.21481i,0.15-0.79376i,-0.2133-0.35549i,-0.28927-0.78823i,0.22195+0.14705i,-0.72501+0.79844i,-0.86564-0.15106i,-0.35092-0.79795i,-0.78787+0.14721i,0.65737-0.21292i,-0.14516+0.72161i,0.71728+0.35646i,-0.14623-0.7276i,0.21596+0.14763i,0.79929+0.2928i,-0.1505-0.72139i,-0.29304-0.35932i,-0.28499-0.27814i,-0.79177+0.21894i,0.15312+0.79523i,-0.71841-0.15167i,0.65434-0.28969i,-0.14198-0.79409i,0.20982+0.15122i
14,-0.75876+0.75536i,0.15234-0.65652i,0.29191+0.14239i,-0.22072+0.29172i,-0.28718+0.79484i,0.22087-0.15091i,-0.21776-0.80036i,0.72459-0.86204i,0.36252-0.34781i,-0.22436-0.27965i,0.7262-0.79076i,0.86103+0.14999i,-0.65752-0.21401i,-0.36628-0.79845i,0.73018+0.65271i,-0.14379+0.86919i,-0.79714-0.1539i,-0.35552-0.29343i,-0.2842-0.28621i,0.22315-0.79259i,-0.72171-0.35761i,0.15173-0.286i,-0.71647-0.28633i,0.65134+0.22205i,-0.14015+0.79584i,0.71827-0.65359i,0.35853+0.14228i,0.28308-0.71711i,-0.21638-0.35853i,-0.2883+0.22188i,-0.79079+0.28791i,0.14874+0.28385i,0.29473+0.79435i,0.28424+0.86033i,-0.72533-0.66127i,0.65342+0.65083i,-0.64937+0.36176i,0.64686-0.21961i,-0.64863-0.79723i,0.65323+0.65578i,-0.1418+0.86809i,-0.28966+0.85488i,0.72818-0.66192i,-0.6486-0.36008i,0.139-0.78868i,-0.72119-0.86573i,-0.86183+0.65925i,0.66415+0.36219i,-0.14105-0.2232i,-0.8004-0.28942i,0.655+0.21406i,0.86602+0.79554i,0.85999-0.1501i,-0.66086+0.20996i,-0.869+0.2896i,-0.85795-0.72612i,-0.35154-0.86295i,-0.28274-0.35033i,0.72509+0.7286i,0.36112+0.35835i,0.78257-0.73207i,-0.65553-0.8659i,-0.86482+0.66383i,-0.86029+0.35885i,0.15393-0.72823i,-0.21261-0.8653i,0.21363-0.85797i,-0.72411+0.15551i,-0.36014-0.71809i,-0.78811+0.65572i,-0.35379-0.65081i,0.73235+0.14696i,-0.14632+0.29244i,0.71951+0.28568i,-0.65092+0.28856i,0.14551+0.2869i,0.29405+0.79326i,0.79055+0.35185i,0.35625+0.28057i,0.28189+0.7917i,0.28708+0.85814i,0.2816-0.15499i,-0.72404+0.21222i,-0.86527+0.29054i,-0.35292-0.21658i,-0.79141+0.72442i,-0.35488-0.14909i,-0.28404+0.71801i,-0.79125-0.14136i,0.65716-0.80093i,0.36592+0.15152i,-0.22403-0.21773i,0.21916-0.2889i,0.79722-0.7916i,-0.1511-0.35411i,0.71624+0.21641i,0.35659-0.72226i,0.78971-0.86574i,0.35722+0.15288i,-0.22288+0.29243i
15,0.36882+0.8632i,-0.5675+0.73745i,0.52929-0.045212i,0.95508-0.3877i,0.4855-0.91306i,-0.81836+0.0077106i,-0.98694-0.84269i,0.5037-0.4909i,-0.030872+0.078127i,0.3466-0.10212i,-0.31561+0.35243i,0.068027-0.31671i,0.63623+0.068629i,0.94791-0.59473i,-0.74983-0.95127i,-0.9905-0.24059i,0.0084851-0.62945i,-0.84369-0.44984i,0.49563-0.41622i,0.46076+0.81547i,0.17077+0.73781i,0.63239-0.54128i,-0.038846-0.70922i,-0.14321+0.5394i,0.60208-0.033128i,-0.53211-0.88215i,0.52918-0.48505i,-0.52585-0.41098i,0.77566+0.81565i,0.74332+0.48923i,-0.78605+0.41427i,0.2406-0.32079i,0.18281-0.67218i,-0.8537+0.77838i,-0.73569+0.98512i,-0.20113+0.73074i,-0.62955+0.20057i,0.28562-0.10803i,0.66822-0.88189i,0.20391+0.0028105i,0.13269-0.099871i,-0.59765+0.60103i,-0.20897+0.7031i,0.85243-0.040092i,0.24379+0.84358i,0.38044+0.49525i,-0.07845-0.81935i,0.1038-0.48966i,-0.1067-0.41461i,0.35291-0.66245i,-0.5668+0.045822i,0.52787-0.84091i,-0.27646+0.7414i,0.31178-0.74133i,0.66791-0.99138i,0.6991-0.23779i,-0.53802+0.60945i,-0.70765-0.2856i,0.29114-0.67375i,0.17671+0.28963i,-0.60278+0.42734i,0.03548+0.66736i,0.88575+0.70056i,-0.0028647-0.29189i,0.35143+0.067468i,-0.56608-0.10309i,-0.21419+0.59958i,-0.87427+0.70284i,0.49937+0.6992i,-0.27938+0.93932i,0.80886-0.74734i,0.24695-0.99109i,-0.85351-0.97465i,0.0033308+0.25594i,0.63793-0.56415i,-0.52992-0.70284i,-0.70957+0.53424i,-0.44957+0.9547i,0.81615-0.50139i,-0.0017646-0.46048i,0.59643+0.57054i,-0.28273-0.28402i,0.31364-0.17645i,-0.56613+0.10549i,0.77179+0.63329i,-0.24976+0.94592i,-0.67132+0.48859i,-0.45345-0.81586i,0.81368-0.24571i,0.24344-0.62787i,0.87514+0.78059i,0.73351+0.49109i,0.20169+0.4126i,0.87836+0.66139i,0.48653+0.44999i,-0.81793+0.90965i,0.002739-0.25628i,0.1504+0.56503i,0.38532+0.45904i,0.41867-0.32115i
16,-0.56502-0.56447i,0.48723-0.64121i,0.64797-0.64203i,-0.49184-0.64073i,0.48514-0.64098i,0.64622+0.49402i,0.6398-0.48116i,0.63721-0.64887i,-0.4922+0.49631i,-0.64725-0.4822i,0.49217+0.48699i,0.64649-0.48331i,0.64074-0.65109i,0.63921-0.63775i,0.63907-0.64071i,0.63926+0.49155i,-0.4888-0.48311i,0.48222+0.48434i,0.65113-0.48472i,-0.49296+0.48261i,0.48493-0.48567i,-0.483-0.64834i,-0.64789-0.63789i,-0.63771-0.63725i,-0.64076+0.48914i,-0.63931+0.6463i,-0.6346+0.63772i,0.49206+0.64056i,-0.48767+0.63809i,0.48671+0.63997i,0.65055+0.63734i,0.63899+0.6396i,-0.49213+0.64018i,-0.64687+0.63788i,0.49162-0.49401i,0.65015-0.64777i,-0.49311-0.63869i,0.47991+0.49058i,-0.48089+0.6452i,-0.64637+0.63929i,-0.64036+0.63804i,0.49016-0.48999i,-0.48361-0.64527i,-0.64445+0.49186i,0.4895-0.48148i,-0.48268-0.6491i,-0.64362-0.63865i,-0.64113-0.64399i,-0.63755+0.49146i,-0.63866-0.48248i,-0.63835+0.48537i,-0.63806-0.48376i,0.49229-0.65202i,0.64837+0.48847i,0.64141-0.48656i,-0.48898-0.64655i,-0.64661+0.49073i,0.49555+0.64529i,0.64275-0.48872i,-0.49271-0.64476i,0.48248+0.48986i,0.64442+0.64832i,-0.49162+0.63992i,0.48469-0.4901i,0.64628+0.48784i,0.64229+0.64543i,0.6413+0.63731i,-0.49281-0.49139i,-0.64789-0.64558i,0.49313-0.63908i,-0.48782-0.63902i,-0.64976+0.48854i,0.49278+0.64907i,-0.4836+0.64139i,0.47808-0.48876i,0.64816-0.64869i,0.63814+0.48718i,-0.49029+0.64817i,-0.64496+0.63808i,-0.63874-0.49065i,0.49147+0.48606i,0.6451-0.48888i,0.63901+0.48332i,0.63792+0.64717i,0.64329-0.49091i,0.64078+0.48345i,0.63987-0.4838i,-0.48994-0.64892i,0.48312+0.49255i,-0.48707-0.48458i,-0.64748+0.48628i,-0.63797-0.48404i,0.49003+0.48461i,0.65084+0.64793i,0.64119+0.63837i,-0.48639-0.48784i,-0.64937-0.64832i,0.49308-0.63842i,0.64854-0.64413i,0.64431-0.64121i
17,-0.25274+0.75944i,-0.28486+0.35696i,-0.2842-0.22751i,0.21865-0.28842i,0.7946+0.21885i,-0.65344+0.79411i,0.64946+0.85961i,0.36077+0.85763i,-0.73054-0.66255i,0.65093-0.36761i,0.36038+0.22495i,-0.22374-0.21507i,0.21533+0.72167i,0.79941-0.65118i,-0.65588+0.64845i,-0.36253-0.14322i,-0.78802-0.29666i,0.14626-0.28451i,0.29266+0.21748i,0.2844-0.21787i,0.79132-0.79371i,-0.65536+0.14698i,0.65062-0.72163i,-0.65306+0.65195i,-0.87216-0.65145i,-0.85707+0.1401i,-0.35287+0.79842i,-0.79045+0.35394i,0.14894-0.73171i,-0.71698-0.35684i,-0.3555-0.78438i,0.7298+0.15082i,-0.65234+0.2913i,-0.36834+0.7903i,0.22708+0.3528i,0.79946-0.73055i,-0.65792+0.65677i,-0.86541+0.36254i,-0.34858-0.73199i,0.72891-0.35739i,0.86701-0.28095i,0.35168-0.28947i,0.78993+0.72132i,-0.14905+0.86421i,-0.2937-0.1552i,0.22326+0.21205i,0.28897+0.28372i,0.28503-0.72446i,-0.21936-0.86652i,0.21537-0.86151i,0.79651-0.35081i,-0.6521-0.28034i,-0.86772-0.78947i,-0.85778-0.85919i,0.15365-0.35511i,0.29191-0.28583i,0.28343+0.72899i,0.29114+0.86668i,-0.2195+0.859i,0.72481+0.35195i,0.86455-0.72934i,-0.65851-0.86888i,-0.3615+0.657i,-0.28319+0.36374i,-0.79616+0.78755i,0.65822-0.14821i,0.86728+0.21475i,-0.15323-0.7224i,-0.80096+0.65237i,-0.35537-0.65071i,-0.28292-0.86593i,-0.28755+0.15271i,-0.78941-0.72194i,0.1527-0.36246i,0.80089+0.73014i,0.35756-0.6551i,-0.73219+0.64968i,-0.35932+0.86821i,-0.28264-0.15693i,-0.28927+0.21699i,-0.79686-0.72026i,0.65843-0.35772i,-0.649+0.7292i,-0.36543+0.87066i,0.72931+0.85906i,0.86558+0.35339i,0.35361-0.73001i,-0.22001-0.86128i,-0.79789+0.15422i,0.65534+0.29093i,-0.14621-0.72594i,-0.2934+0.14794i,0.2216+0.79821i,-0.72189+0.3552i,-0.36237-0.728i,-0.2835+0.65398i,0.72494+0.86896i,0.86427-0.15362i,-0.15413+0.7222i,-0.2933+0.36232i
18,-0.5664-0.56586i,-0.64344-0.64011i,0.48739-0.63495i,0.64779+0.49379i,0.63667-0.48689i,-0.4954-0.649i,-0.6468-0.64166i,-0.63952-0.63816i,-0.64058+0.48905i,0.49282+0.64541i,0.64577+0.64056i,0.63972+0.63861i,0.64223-0.49259i,0.64311+0.48348i,-0.48877+0.65124i,-0.65145+0.63926i,-0.64094+0.63497i,0.48963+0.63852i,-0.48078-0.49108i,0.48627-0.64546i,-0.48263-0.64159i,-0.64719-0.63833i,-0.63838-0.63775i,-0.64082-0.63911i,0.49045-0.64389i,0.64867-0.64087i,-0.4932-0.64473i,-0.64894+0.49426i,0.48929-0.48453i,-0.482-0.6484i,0.48259+0.48898i,-0.48443-0.48426i,0.48635+0.48562i,0.6476-0.48716i,-0.49261-0.64545i,-0.64805+0.49097i,-0.63801+0.64753i,-0.63566+0.63917i,-0.6404+0.64082i,-0.63796+0.6405i,0.48982-0.49357i,-0.48361-0.64864i,0.48435-0.64038i,-0.48409-0.63837i,-0.64768-0.64153i,-0.63676-0.64163i,-0.64215-0.63483i,-0.63777+0.48599i,0.49113+0.64758i,-0.48435+0.64015i,-0.64793+0.6403i,-0.63964+0.6386i,0.49583+0.63713i,0.64729-0.48904i,-0.48804+0.48285i,0.4829+0.64954i,0.65071+0.63856i,0.64294+0.63826i,0.63748-0.49552i,-0.49242+0.48146i,-0.64725+0.6496i,-0.63955-0.48953i,-0.63965-0.64643i,-0.63894+0.49031i,0.48636-0.48257i,0.64586+0.48994i,0.64058-0.48636i,0.64097+0.48408i,0.63917+0.64601i,-0.49328-0.48994i,0.4833+0.48212i,-0.48761+0.6453i,0.48335-0.49002i,0.64485+0.4862i,0.64181+0.64798i,0.63905-0.49546i,-0.49507+0.48741i,-0.6456-0.48313i,-0.63551+0.48561i,-0.64233-0.48336i,-0.63968-0.64768i,0.49699-0.63798i,-0.48478+0.49825i,-0.64484-0.48418i,-0.64177-0.64714i,-0.6449+0.49189i,0.49245-0.48684i,-0.48414+0.48607i,-0.64971-0.48406i,-0.642+0.48681i,0.49402+0.64542i,-0.48448+0.64539i,-0.64925-0.49006i,0.4909+0.48667i,-0.48674-0.484i,-0.64395-0.64694i,0.49355+0.48699i,0.64803-0.48619i,-0.48965+0.48637i,0.48279+0.64868i
19,0.37517+0.86444i,-0.56784-0.49816i,0.77935+0.27811i,0.49305-0.067677i,0.17203-0.88428i,-0.10869+0.25339i,-0.88392-0.80538i,0.74327+0.73982i,0.00098536+0.2491i,0.84125+0.62749i,-0.0034089-0.2813i,-0.6383-0.42594i,0.28648-0.17124i,0.18079-0.63429i,0.1395+0.28464i,0.1408+0.67135i,-0.84669-0.53464i,-0.24086-0.46065i,0.11076-0.91172i,-0.35234+0.0096616i,0.07667-0.10458i,0.14313+0.10761i,0.13774-0.34971i,0.38838+0.56763i,-0.81594+0.95405i,0.74184-0.75307i,0.48987+0.73857i,-0.81712+0.24603i,-0.49015-0.85258i,0.077865+0.24741i,0.6356+0.42816i,-0.53214-0.56713i,-0.70195+0.033714i,-0.44957-0.84556i,-0.17017-0.24093i,-0.87881-0.13767i,0.49892+0.60539i,0.21326+0.95148i,-0.35729+0.73263i,0.32186+0.20215i,-0.31388-0.35534i,0.31687+0.31342i,0.66803-0.8112i,-0.041725-0.74251i,0.59463-0.69691i,-0.28673+0.53487i,-0.91653-0.52775i,-0.23655-0.70732i,0.84906-0.20547i,0.49215+0.84808i,-0.81941-0.49956i,-0.49082-0.70934i,0.081942-0.20496i,-0.8459-0.38203i,0.49736-0.41856i,-0.52536+0.57396i,-0.45913+0.70719i,-0.6622+0.20788i,-0.45321+0.38602i,-0.17015-0.81403i,-0.13447+0.0035838i,0.5972+0.6402i,-0.77831-0.28376i,0.49238-0.42379i,-0.7733+0.81482i,0.73709+0.98603i,0.25177+0.72729i,0.87323-0.050188i,-0.0010957-0.63772i,0.84052-0.45448i,-0.00025061+0.56707i,-0.88511-0.77937i,-0.24214-0.7389i,0.11284-0.20392i,-0.59506+0.85277i,-0.45694+0.24424i,0.81755+0.87413i,-0.74265+0.24263i,-0.98906-0.35898i,0.74948+0.31843i,0.49252-0.070482i,-0.078224+0.84564i,0.84707-0.0029914i,-0.74421-0.88615i,-0.99103-0.98426i,0.258+0.75061i,0.42601+0.99285i,0.914-0.0084162i,0.7346-0.39192i,-0.049187-0.17066i,-0.88135+0.10912i,0.49947-0.10731i,0.71414+0.35002i,0.45122+0.42298i,-0.075211+0.91354i,0.10123-0.74965i,-0.10595+0.73876i,-0.38382+0.98615i,-0.42101+0.48044i,0.32107-0.077467i
20,0.12317-0.86307i,0.63409-0.73931i,-0.28831-0.9402i,0.070376+0.2554i,0.63882+0.67394i,-0.037509+0.94671i,-0.63725+0.97833i,0.52864-0.0095781i,-0.77491-0.39349i,0.0015086-0.66921i,0.14603+0.043114i,0.88007-0.59582i,0.23987-0.21129i,-0.85391+0.11242i,-0.74044+0.63643i,0.78914+0.2085i,0.73794-0.35757i,-0.29351+0.31714i,0.070491+0.6737i,-0.10111+0.45294i,0.10571+0.66423i,0.13935-0.28874i,0.14313+0.81025i,0.14139+0.73725i,-0.35482-0.29162i,-0.91512+0.56014i,-0.24243-0.035478i,-0.87715+0.84225i,-0.73262-0.25182i,0.78528-0.9225i,0.98342+0.50377i,-0.010685-0.52267i,0.099615-0.71169i,-0.84538+0.53703i,-0.73906-0.28123i,-0.44862+0.80989i,-0.91312-0.00080281i,-0.9798-0.88675i,-0.23952-0.98177i,0.35762+0.26102i,0.42221+0.91701i,0.66521+0.73306i,0.20571-0.29072i,0.38324-0.42676i,0.67037+0.074765i,0.69724+0.14364i,0.20714-0.35849i,0.13865+0.81314i,-0.84834+0.49117i,0.0047765-0.079256i,-0.5903+0.35538i,-0.70078+0.17686i,-0.45024-0.60085i,-0.66244+0.034681i,0.53915+0.64108i,-0.77806-0.53704i,-0.24575-0.2124i,0.36226-0.62947i,0.42032-0.70556i,-0.56764+0.53977i,0.7808+0.70836i,0.49726+0.20529i,0.41854+0.13661i,0.17111+0.63456i,0.13856-0.53273i,-0.35496+0.28068i,0.56452+0.91759i,-0.77509+0.48876i,0.0033105+0.9117i,0.88858-0.0069821i,0.97972+0.10234i,0.23367+0.88251i,-0.35916-0.74884i,-0.91808+0.48801i,-0.73345+0.70923i,-0.44927+0.94774i,-0.90871+0.23632i,0.50026+0.38018i,0.21426+0.66891i,0.87855+0.20711i,-0.25119+0.38446i,0.067311+0.66776i,0.88504-0.53648i,0.24372-0.46093i,-0.60486+0.073949i,-0.95126+0.63834i,-0.24434+0.70139i,-0.13471+0.44844i,0.59893-0.32385i,-0.037805-0.42219i,0.34816+0.07535i,-0.067454+0.3884i,0.84387+0.41905i,-0.24916-0.07575i,0.068737-0.63626i,0.88459-0.69911i,0.48506+0.53913i,0.90902-0.77073i,0.97635-0.24331i,-0.7505+0.11103i
21,-0.56352+0.5671i,-0.64294-0.48853i,0.49779-0.64799i,-0.486-0.6384i,-0.65025+0.49322i,-0.64321-0.48628i,0.49648-0.64887i,0.64744+0.49084i,0.64459-0.484i,0.63764+0.48455i,-0.49016+0.64995i,-0.64813-0.49555i,-0.63596-0.65118i,0.48984-0.64208i,0.64769+0.49555i,0.63757+0.64418i,-0.49353-0.49434i,0.48561-0.65062i,-0.48499+0.48668i,0.48609+0.64378i,0.64876-0.49364i,0.63583+0.48352i,0.64536-0.49001i,0.63976-0.64475i,-0.49183+0.4947i,0.48165+0.64529i,-0.48623-0.49105i,0.48492-0.64526i,-0.48113+0.49487i,-0.64556+0.64617i,0.4906+0.64022i,-0.48243+0.63942i,-0.64491+0.63832i,-0.63741+0.63723i,0.48949-0.49209i,-0.48728-0.64931i,-0.64595+0.4936i,0.49179-0.48852i,0.64759-0.64548i,-0.49329-0.64015i,0.48384+0.49275i,0.64686+0.64344i,0.63834-0.49644i,0.63957+0.48698i,0.63887-0.48384i,-0.49172-0.64385i,-0.64589-0.63922i,0.49257+0.49601i,-0.48442+0.6451i,-0.651+0.63767i,0.49657-0.49042i,0.6469-0.6501i,0.64094+0.49342i,-0.49742-0.48522i,-0.64739-0.6481i,-0.63985-0.63906i,0.49066-0.64376i,-0.4848+0.49345i,0.48633-0.48072i,-0.48444-0.6482i,0.4834-0.63978i,0.64743+0.4926i,-0.49549+0.64514i,0.48832-0.49141i,0.64671+0.48331i,-0.49153-0.48389i,0.48287-0.64817i,-0.48551+0.49309i,0.48618+0.6426i,-0.48152+0.64163i,0.48665-0.49231i,0.64884-0.64506i,0.63664-0.64011i,0.64285+0.49413i,-0.48964+0.64872i,-0.64119+0.64082i,0.49256-0.49006i,0.64702+0.48471i,0.6374-0.48575i,0.63789-0.64784i,-0.49347+0.492i,-0.64923-0.485i,-0.63819+0.4845i,-0.64031+0.6449i,-0.64032+0.64123i,0.49204-0.49171i,-0.4855-0.64906i,0.48761-0.63925i,-0.48254-0.64102i,-0.65083+0.48902i,-0.64003-0.48375i,0.49168-0.64846i,0.64886+0.49021i,0.63974-0.48539i,-0.49348+0.48168i,-0.64954-0.48671i,-0.64027-0.64497i,0.49057-0.63924i,0.64701-0.64116i,-0.49171-0.63792i
