Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
511,-0.37187+0.12473i,0.072823+0.38624i,0.88175-0.81576i,0.73335+0.24707i,0.94269-0.31533i,0.23724-0.17725i,-0.85426+0.10657i,0.74086-0.35251i,-0.24237-0.42371i,-0.17983+0.31955i,0.35583-0.56683i,0.42129-0.21044i,0.9137+0.11425i,-0.25292+0.8831i,0.31191-0.253i,0.6721+0.80394i,0.45351+0.74139i,-0.32078+0.2012i,-0.92005-0.60384i,-0.48606+0.77911i,0.078467+0.98344i,-0.84808-0.0096382i,0.74432-0.14284i,0.005236-0.38408i,0.345-0.6629i,0.1802+0.78164i,0.38296-0.74337i,-0.8146-0.49357i,-0.98449-0.41383i,-0.73073+0.070927i,0.044969+0.88244i,-0.34993-0.50067i,0.81472-0.21515i,0.2465-0.13957i,0.87395+0.10936i,-0.49681-0.59866i,-0.71119-0.94846i,-0.20302+0.75251i,0.60749-0.49308i,0.20759-0.70862i,-0.11387-0.45072i,0.35085-0.66784i,-0.56513+0.78129i,-0.2106+0.73867i,-0.14071-0.53916i,0.10426+0.77712i,-0.84666-0.74143i,0.25187-0.24586i,-0.80453-0.37942i,0.24958-0.66646i,0.4329-0.94668i,0.91084+0.0072506i,0.73529-0.098627i,-0.28915+0.84734i,0.066088-0.251i,-0.34914+0.065528i,-0.91662-0.84593i,0.50301-0.73561i,-0.28049-0.45005i,-0.18175+0.81376i,0.10785-0.25196i,-0.60253+0.062728i,0.78101+0.88155i,0.74099-0.50094i,-0.78517-0.46187i,-0.98646+0.32413i,0.2605+0.91743i,0.67285+0.73353i,0.20883+0.44633i,-0.85245-0.074621i,-0.49166+0.84678i,-0.1684+0.98296i,0.60232-0.50192i,0.4545+0.52455i,0.66464+0.45705i,-0.53403+0.17345i,-0.95453-0.60312i,0.0084153-0.70765i,-0.099565-0.44925i,0.60216-0.91291i,0.70358+0.74549i,-0.29336-0.00073323i,0.56109-0.63879i,0.45597+0.78185i,-0.32434-0.74285i,0.073233+0.7371i,-0.84302+0.25257i,0.24937+0.87763i,0.67405-0.7483i,0.45002-0.98803i,0.41378-0.73059i,-0.81562-0.20412i,-0.24434+0.35957i,0.36222-0.80775i,-0.56419-0.49074i,-0.70619+0.0842i,-0.69761+0.14559i,-0.70071+0.13881i,-0.20365-0.6007i,0.8523-0.95065i,3
512,0.12377+0.86507i,-0.10418-0.74905i,-0.63841-0.7445i,-0.70224+0.048133i,-0.69829-0.84189i,-0.20448+0.74452i,0.10974-0.74108i,-0.35107-0.49711i,-0.66549-0.66084i,0.041804+0.036027i,0.88442+0.14214i,-0.74887+0.38481i,-7.9358e-05+0.66837i,0.64291+0.20451i,-0.78155+0.8741i,-0.74015+0.73509i,0.53448-0.78269i,0.21171+0.74085i,-0.60535+0.003787i,-0.21009+0.59171i,-0.38758-0.77483i,0.31677+0.24819i,-0.064105+0.66974i,-0.38928+0.94963i,0.56925+0.48861i,0.70725-0.82144i,0.45263-0.49262i,0.66356-0.41068i,-0.28926-0.17467i,-0.18124-0.87657i,0.84885-0.97989i,-0.49451+0.25708i,-0.95397-0.31721i,-0.24089-0.17539i,0.11099+0.60197i,-0.35388+0.94746i,0.073798+0.48477i,0.1438+0.91047i,0.13782+0.97864i,-0.10607-0.50543i,-0.63393-0.95315i,0.77913-0.97803i,0.98912+0.0087944i,0.72918-0.59536i,0.69569-0.70703i,-0.041643-0.69939i,-0.14486+0.78568i,0.84876+0.74007i,0.73556+0.45211i,0.44839+0.17087i,0.91034+0.87894i,-0.0029078-0.74565i,-0.39079-0.24803i,0.072668+0.1126i,0.38636+0.63746i,0.16967-0.038475i,0.63438-0.39055i,-0.78121+0.56792i,-0.9841-0.034547i,0.50823+0.34837i,-0.2786-0.56321i,0.067729-0.21255i,-0.35424+0.35934i,0.56604+0.17526i,0.21226+0.63172i,0.13518+0.94769i,-0.35258-0.50104i,-0.17306-0.70396i,0.10708+0.039012i,0.38714+0.88534i,-0.56754+0.48679i,0.77467-0.57071i,0.98552-0.70484i,-0.008917-0.94281i,-0.88695+0.25613i,0.25134-0.80674i,0.68006-0.99147i,-0.2884+0.010732i,-0.42246+0.64019i,0.57203-0.28555i,0.95081+0.8123i,0.23711+0.4954i,-0.11434+0.1638i,0.84529-0.11005i,-0.74664-0.63473i,-0.2491-0.45139i,-0.37973-0.17036i,0.32174-0.39029i,-0.81229-0.91728i,0.49242-0.48578i,0.21521-0.16482i,-0.85293+0.10964i,-0.24449-0.10479i,-0.13383-0.88306i,0.35396+0.50267i,0.91632-0.27801i,0.23719-0.92234i,0.13841-0.73158i,0.13547+0.048738i,-0.10496+0.39129i,3
513,-0.75634+0.75988i,-0.35779-0.14757i,0.73002+0.71738i,-0.65368-0.65424i,0.14295+0.64976i,0.79762-0.14178i,0.35396+0.21835i,0.78966-0.72295i,0.86323+0.64919i,0.35067-0.64487i,0.28403+0.14689i,0.79272+0.79672i,-0.6568-0.65592i,0.14284+0.14425i,0.80169-0.71744i,-0.15168+0.14332i,0.72016+0.2946i,-0.65319+0.28403i,-0.36283-0.22046i,0.22783+0.72276i,-0.71875+0.86502i,-0.35963+0.35588i,0.22559-0.73141i,0.29027+0.65773i,-0.22086-0.64547i,-0.29235-0.86737i,-0.79191+0.15474i,-0.3563+0.80117i,0.22249+0.86553i,0.28863-0.1542i,-0.72951+0.21195i,-0.8638+0.79479i,-0.35217-0.15216i,-0.28102-0.79958i,-0.28892-0.86342i,0.72356+0.1546i,-0.14727+0.29393i,-0.80146-0.7274i,-0.35648-0.86896i,0.73367-0.35578i,-0.6529+0.22185i,-0.8683-0.72217i,0.65952+0.65544i,0.36373-0.14648i,-0.22256+0.21832i,-0.79333+0.29201i,0.65339+0.79438i,0.86896-0.15144i,0.35048-0.29289i,-0.72971+0.22434i,-0.86383-0.71999i,0.15215+0.1435i,0.79323+0.29136i,-0.14809+0.28118i,-0.79898+0.79649i,-0.35479-0.15259i,-0.28161-0.29059i,0.21791+0.72821i,0.79748-0.65474i,0.86293-0.36511i,-0.66256-0.28086i,-0.36249-0.28628i,-0.78646+0.72727i,-0.36028-0.1476i,-0.285-0.28861i,-0.79471+0.73044i,0.65389+0.3597i,-0.64821+0.78862i,-0.8655-0.65526i,0.65679+0.14083i,0.86732-0.21571i,-0.15509+0.21589i,-0.29334+0.79597i,-0.7923+0.35774i,0.65443-0.72518i,0.35901-0.86355i,-0.72566-0.35648i,0.65145-0.7873i,-0.64952-0.3566i,0.14389+0.72977i,0.79839+0.35967i,-0.65411-0.22243i,0.14809+0.7233i,-0.71719+0.86595i,-0.86746+0.85526i,0.1541+0.86004i,-0.71711+0.35074i,-0.86724+0.2843i,-0.85646+0.28916i,-0.85935-0.21576i,-0.85755-0.79738i,0.65788+0.66104i,-0.14699+0.36488i,-0.79948+0.28246i,0.65776+0.28686i,0.86565+0.79187i,0.34973+0.35518i,0.79001+0.78833i,0.35213-0.6559i,0.28045+0.14506i,2
514,0.25175+0.25228i,0.29007-0.72046i,-0.21901-0.3622i,0.21771-0.2809i,0.79486-0.28607i,0.35677+0.72567i,0.78809-0.14734i,0.8598+0.71744i,0.35332-0.64818i,0.27836+0.14375i,-0.21831+0.79898i,0.21693+0.35585i,-0.21688-0.73141i,0.21613-0.35702i,0.79383+0.22621i,0.8632-0.72365i,0.85687-0.86339i,-0.15294+0.65666i,0.21168-0.65234i,0.79599+0.64657i,-0.65783-0.65005i,-0.87193-0.36412i,-0.85077+0.22211i,-0.86234-0.21731i,0.15246+0.21887i,0.29193+0.28926i,0.2855+0.28803i,0.28484+0.28542i,-0.22178-0.22072i,-0.79585-0.79224i,0.15156+0.14751i,-0.7201+0.29314i,0.65034+0.79259i,0.87144+0.35706i,-0.15451-0.73105i,0.21591-0.86846i,0.28809+0.15032i,0.79018+0.28838i,-0.15227-0.72554i,0.71986+0.65385i,-0.65448+0.86559i,0.14449-0.15479i,-0.71624+0.20743i,-0.36115-0.21806i,0.72844+0.22021i,0.87258-0.72955i,0.34936+0.65078i,0.28308-0.65188i,-0.22241+0.1422i,0.21449+0.7985i,-0.72514-0.65754i,-0.86729+0.14545i,0.15153+0.798i,-0.2124+0.85927i,-0.79701-0.15691i,0.14936-0.29275i,-0.72063+0.72623i,0.6529+0.35798i,-0.65063+0.2822i,0.14302+0.28821i,0.29631+0.28634i,-0.724+0.79003i,0.14416+0.35638i,-0.7204+0.78918i,-0.86471+0.35845i,0.15545+0.78842i,-0.2161+0.8594i,0.21755-0.65871i,0.7952-0.87056i,0.35561+0.66165i,-0.22396+0.86578i,-0.29267-0.15727i,-0.78974+0.71667i,-0.35543+0.86617i,0.22514+0.85474i,-0.72336+0.34752i,-0.36056-0.2233i,-0.78696-0.28899i,-0.86245+0.2172i,0.15597+0.79604i,0.79581+0.35366i,0.86162-0.73078i,0.35513-0.35902i,-0.72853-0.27769i,-0.86484+0.22295i,0.66016-0.21476i,0.868+0.72095i,0.85912-0.65117i,-0.15313+0.14177i,0.21939+0.79918i,0.29039+0.86278i,-0.72697-0.65901i,-0.35933+0.64623i,0.73362-0.64774i,-0.14676+0.64711i,-0.29246-0.14548i,-0.794-0.79937i,0.65777+0.15213i,0.86953+0.79586i,0.85795+0.86116i,2
515,-0.61526+0.1245i,-0.69914-0.59875i,-0.20217-0.45809i,-0.62778+0.32306i,0.53561-0.5677i,0.21144+0.53075i,-0.10912-0.28502i,0.60201-0.17851i,0.20786+0.35732i,0.38433-0.81182i,0.17655-0.98466i,-0.60641-0.72915i,0.039072-0.20246i,-0.59426-0.87657i,0.035747-0.48342i,0.14351+0.32599i,-0.5987+0.67314i,-0.45409+0.20288i,0.078373+0.87676i,0.38938-0.49558i,0.91471-0.70842i,0.48555+0.78396i,-0.32132+0.24745i,-0.91457+0.38518i,-0.73187+0.41789i,-0.20843-0.56967i,0.10789+0.28287i,-0.60105+0.67168i,-0.2061+0.94307i,-0.13903-0.25877i,0.35184-0.1769i,-0.31475-0.63303i,0.81031+0.5327i,0.2453+0.45567i,-0.11073-0.8192i,-0.88454-0.48937i,0.498-0.6627i,-0.52449-0.20477i,0.035751+0.60185i,0.14986-0.77977i,-0.59961+0.24902i,0.042437-0.31114i,-0.84466+0.8074i,0.24803+0.98566i,0.92226+0.72974i,-0.0079763-0.044784i,0.83922+0.3536i,0.73624-0.069209i,-0.045335+0.35322i,0.10539-0.068682i,-0.5992+0.59278i,0.52794+0.21247i,0.95523+0.38394i,-0.25822+0.66961i,0.55664+0.20644i,0.95202+0.63124i,0.24199-0.53867i,0.62994+0.2776i,-0.28288-0.31685i,-0.66787-0.67276i,-0.69633-0.20565i,0.53444-0.13537i,0.70674+0.60195i,-0.77851+0.21221i,0.74031+0.13533i,-0.74382+0.13976i,0.24591+0.63404i,0.17879+0.4512i,0.8828+0.91061i,-0.7479+0.98135i,0.73696-0.75302i,-0.73773-0.49396i,0.73941-0.41754i,0.49971+0.57253i,-0.076727-0.28297i,-0.39189-0.92295i,0.075265-0.48741i,-0.59819-0.1683i,0.53198+0.60116i,-0.77848-0.038564i,-0.98594+0.10462i,0.0097236-0.84574i,0.64096-0.24515i,0.94999+0.3592i,0.98098-0.81048i,0.97716-0.74098i,-0.0068626+0.7848i,-0.39034+0.24814i,0.32222-0.60645i,0.91916+0.77825i,0.73188+0.2465i,-0.53953+0.3842i,0.035546-0.56739i,0.88298+0.28424i,0.49097-0.80958i,0.41295+0.0042245i,-0.31809-0.34718i,-0.42585-0.91534i,-0.41988-0.23993i,-0.66802-0.87445i,3
516,-0.56683-0.56543i,0.48816-0.64108i,0.64747+0.49334i,0.64135-0.48348i,-0.49541+0.48772i,-0.6469-0.48571i,0.49242-0.64576i,0.64742-0.63648i,-0.49383+0.4918i,-0.64538+0.64482i,0.4901-0.49004i,0.64738+0.48283i,-0.49481-0.48105i,0.48407-0.64822i,0.64937-0.63729i,0.64+0.49069i,0.64058-0.47996i,0.64138+0.48045i,-0.49424-0.48193i,-0.64525-0.64903i,-0.64102-0.63789i,0.49201-0.63693i,0.64385-0.64349i,0.64073+0.4913i,-0.48981-0.48516i,0.4852-0.65126i,-0.48566-0.6385i,-0.64828-0.64171i,-0.63916-0.64098i,0.49319+0.4924i,0.64645-0.48644i,0.6405+0.48684i,0.638-0.48927i,-0.48939+0.4852i,-0.64666-0.48467i,-0.64306-0.64723i,-0.64093-0.64271i,-0.63925+0.49185i,0.49213+0.64608i,-0.48899-0.49006i,-0.64905-0.64521i,0.49329+0.49345i,0.64327+0.64399i,0.63858-0.49348i,-0.49506+0.48258i,-0.64263+0.65183i,0.49083+0.64262i,0.65214+0.63866i,-0.48995+0.64351i,0.48343+0.63818i,-0.48389+0.64178i,0.48201-0.49153i,-0.48574+0.48325i,-0.64412+0.64603i,0.49728+0.63559i,0.64757-0.49123i,-0.48871+0.48325i,-0.64966-0.48468i,0.4918+0.48594i,0.65026+0.65128i,-0.4913-0.49316i,-0.64935-0.64682i,0.49154-0.64069i,0.64868+0.49258i,-0.48757-0.4872i,0.47913-0.64502i,-0.47947+0.49346i,-0.64892+0.64869i,0.49435+0.6373i,-0.48661+0.64117i,0.48178+0.63672i,-0.48842+0.64033i,-0.64854+0.63812i,0.49372+0.64102i,0.64877-0.48636i,-0.49462-0.64571i,0.48452-0.64616i,0.64462+0.48998i,0.63806+0.64681i,-0.49468-0.49497i,0.48342-0.64508i,-0.48248-0.63945i,0.48144-0.63638i,0.64396-0.63646i,-0.48972+0.49561i,0.48331-0.482i,0.64979-0.64854i,-0.49304-0.63879i,0.48559-0.64132i,-0.48186-0.64035i,-0.64813+0.49364i,-0.63711-0.48632i,-0.64273+0.48452i,0.49464+0.64901i,-0.48264-0.49475i,-0.65317-0.64489i,0.49078-0.63603i,-0.48097+0.48879i,0.48108-0.48251i,-0.48011+0.48107i,1
517,0.61904-0.12201i,0.45764-0.38963i,-0.81904-0.17747i,0.74589-0.13773i,0.74165+0.10518i,-0.78906+0.38495i,-0.98304+0.66942i,-0.73169-0.040552i,-0.94418-0.14384i,0.25598+0.35241i,-0.31475-0.32115i,-0.17868-0.42306i,-0.38523+0.3215i,-0.91319-0.31496i,0.0065794-0.91864i,-0.34832-0.97802i,0.31609-0.73052i,0.67095-0.45568i,0.45057+0.32285i,-0.32256+0.91266i,-0.91677-0.0051875i,0.0040852+0.59425i,-0.10405+0.46438i,0.10317+0.41453i,0.63311-0.32189i,-0.7799-0.17514i,-0.24321-0.8794i,-0.8766+0.0011667i,0.50041+0.6374i,0.46038+0.45574i,0.91423+0.66786i,-0.24994-0.2878i,-0.92322+0.31376i,-0.98078+0.17953i,-0.97179+0.13964i,0.74861-0.10483i,-0.49606-0.38887i,-0.46364-0.91453i,-0.41933-0.49283i,0.5704+0.82087i,-0.28443+0.49072i,0.06725+0.66252i,-0.84666+0.44877i,-0.7365-0.076041i,0.29223+0.84181i,0.43048+0.49108i,0.66539+0.41431i,0.9446+0.17814i,0.73231+0.88283i,0.94636+0.98335i,-0.75132-0.0097082i,0.73976+0.59163i,-0.24469-0.038308i,-0.17837+0.84449i,0.35486+0.98205i,-0.5652-0.75296i,0.033937-0.49762i,0.88567-0.65859i,-0.74674+0.784i,0.24254+0.49601i,0.42316+0.90583i,-0.56743+0.73193i,0.28001-0.78453i,-0.80299+0.73734i,-0.98673+0.50068i,0.50572-0.32211i,0.46584-0.92003i,-0.32282+0.74485i,0.071718-0.73911i,0.1439-0.74427i,-0.11179+0.2914i,0.35278+0.91942i,-0.56809-0.25199i,0.28854-0.42419i,0.17817-0.9141i,0.63426+0.50406i,-0.2873+0.9549i,-0.91947+0.9776i,-0.23603+0.23542i,0.85083+0.13511i,0.73821-0.84655i,-0.53865-0.24128i,-0.9529+0.85196i,0.0075572-0.0046925i,0.63976+0.83928i,-0.53451+0.24199i,0.035277-0.85573i,-0.59907-0.49099i,-0.21134+0.080852i,0.10687+0.88i,-0.59972-0.74659i,0.0366-0.00028293i,0.63914+0.64131i,0.45431-0.53385i,-0.81908-0.71179i,0.49449-0.94518i,0.70819+0.50283i,-0.784+0.21296i,-0.7365-0.85299i,0.2896-0.73739i,3
518,0.25581+0.25625i,0.2848-0.72264i,0.79193-0.86233i,0.35439-0.85788i,-0.21825-0.85738i,0.72556-0.35561i,-0.15007+0.22227i,-0.79747-0.72247i,0.15228+0.14559i,-0.21373-0.21227i,-0.2869+0.21366i,0.73116-0.21698i,0.35759-0.29005i,0.78955-0.79445i,0.86493-0.35878i,-0.15084-0.78953i,0.71608+0.1499i,-0.15009+0.798i,-0.29184-0.1515i,-0.79339-0.79989i,-0.35673-0.35516i,-0.28647+0.72731i,0.72724-0.14774i,0.8641+0.21413i,0.35448+0.29069i,-0.73282-0.21958i,0.64978-0.79435i,-0.14242+0.15385i,-0.29264+0.29198i,0.21845-0.22299i,0.28884+0.21905i,0.28638-0.21361i,0.28733-0.79486i,-0.72288+0.65408i,0.65023-0.64743i,0.36439-0.36195i,-0.7286+0.22179i,-0.35888+0.797i,0.72982-0.15126i,0.86298-0.29678i,-0.66356-0.28697i,-0.3609+0.22345i,0.72876-0.72545i,0.86488-0.86348i,0.34588-0.85569i,0.78538-0.35146i,-0.1471-0.28548i,-0.80092-0.28557i,0.15078-0.28571i,-0.71873+0.72345i,-0.86581-0.1471i,0.66085-0.29376i,-0.14086+0.72607i,0.7204+0.36217i,0.86757-0.72761i,-0.66098-0.36063i,-0.86687-0.79022i,-0.34862-0.86125i,0.22145-0.85748i,0.29088-0.34872i,-0.72387-0.28238i,0.65064-0.28487i,-0.14448-0.79069i,0.21162+0.15176i,-0.21468+0.29167i,0.72253+0.28893i,0.86621-0.21788i,-0.15496-0.28518i,0.71731+0.72605i,0.86476+0.86647i,0.35637+0.35229i,-0.73245-0.22509i,-0.35816+0.72419i,0.73087+0.86103i,0.86599-0.65728i,0.85845-0.86632i,-0.15451+0.6581i,-0.80113+0.86737i,0.14882+0.8561i,0.79631+0.85649i,0.8629-0.15753i,0.85538-0.79649i,-0.15426-0.86297i,-0.79881-0.85816i,-0.35602+0.65762i,0.72813+0.35678i,-0.6536-0.72978i,-0.36149+0.65591i,0.22072-0.64903i,-0.21651+0.64629i,-0.79648+0.86559i,-0.86265-0.15337i,0.66019-0.80176i,0.36166-0.36091i,-0.22425-0.78626i,0.72122-0.35458i,-0.14777-0.78953i,-0.79958-0.86442i,0.151-0.35131i,-0.71802+0.22781i,2
519,0.86629-0.37109i,-0.0044626-0.66627i,-0.88883+0.53524i,0.01021+0.7074i,0.88685+0.94666i,-0.25329-0.25716i,0.063808-0.18026i,0.14564-0.13808i,-0.8467+0.10791i,-0.73673-0.84676i,0.29266-0.48984i,-0.068522-0.6613i,0.35164-0.94634i,0.66943-0.23692i,-0.28597+0.11518i,-0.92099-0.355i,-0.97846-0.42283i,-0.73273-0.66421i,-0.69741-0.4556i,0.039997-0.90811i,-0.10423+0.0080533i,0.59731+0.39124i,0.45892+0.42145i,-0.32404-0.81181i,-0.1785-0.24404i,0.3549+0.11121i,0.67085-0.10152i,-0.78152-0.63464i,-0.74275-0.20663i,-0.94352-0.38205i,-0.98419-0.91358i,0.50324+0.25291i,0.70821+0.42518i,0.44788+0.66394i,-0.078155-0.29062i,-0.39104-0.17546i,0.56644-0.13995i,0.70554-0.13958i,0.9421+0.3517i,-0.2557-0.56761i,-0.67342+0.77785i,-0.94518-0.49225i,-0.73354-0.95677i,0.2921-0.23627i,-0.56357+0.11095i,0.52648+0.13902i,0.95659-0.84662i,-0.50053+0.24806i,0.52727+0.17695i,-0.033414-0.35434i,0.34947+0.31912i,0.1781+0.42231i,0.6315-0.8143i,0.94823+0.50206i,0.48557-0.2814i,0.91214+0.56299i,0.9824+0.70393i,0.48104-0.78415i,-0.3273-0.24496i,-0.17633+0.85136i,-0.13697-0.0051777i,0.60168+0.098994i,-0.53512+0.13958i,0.031422+0.8793i,0.63919-0.74798i,0.94796+0.24289i,0.23577-0.31335i,0.62819-0.92337i,0.45691+0.74714i,-0.56824-0.48893i,-0.21105-0.46267i,0.85365-0.91066i,-0.49896-0.73359i,0.036699+0.53861i,-0.84158-0.77571i,-0.48799+0.49823i,-0.66124+0.70796i,0.041307-0.53704i,-0.0992-0.70786i,-0.88021-0.94509i,0.74279-0.48628i,0.74144+0.32875i,-0.041946+0.17569i,-0.38903-0.60463i,0.069428-0.94931i,-0.84472-0.73468i,0.0027466+0.7863i,0.8863+0.49404i,-0.24934+0.16827i,0.80416-0.3567i,-0.4948+0.81271i,-0.9543-0.24745i,0.0096395-0.6718i,-0.34862+0.78137i,0.071712+0.4934i,-0.596+0.16782i,0.78238-0.85002i,0.73636+0.49873i,0.45077+0.94908i,-0.32613+0.23921i,3
520,-0.75846+0.25183i,-0.3574+0.28982i,-0.28251+0.28153i,-0.79059-0.72418i,0.65735-0.35623i,-0.14415+0.72977i,-0.79975-0.64984i,-0.35612+0.14421i,0.22074+0.29633i,-0.71924-0.22387i,0.65207-0.28766i,-0.64845+0.22095i,-0.86982-0.21327i,-0.35301-0.28874i,0.22169-0.28837i,-0.21919-0.28733i,0.72287+0.72703i,0.35894-0.65175i,-0.72462-0.87048i,0.65605+0.15601i,0.86333-0.20756i,-0.65879+0.72007i,-0.86969-0.65354i,0.66-0.36287i,0.86666+0.22202i,-0.15172+0.79869i,-0.79783-0.65312i,0.65771-0.86902i,0.36271-0.85972i,0.78795+0.1584i,-0.15124-0.72044i,-0.79749-0.86835i,-0.35912-0.86226i,-0.78896+0.15675i,0.66084-0.21591i,-0.65028+0.21714i,-0.36107-0.21485i,0.22787-0.28932i,-0.21399+0.22199i,0.72189-0.21725i,-0.14767-0.28931i,0.21381-0.79532i,-0.72333+0.65504i,0.65452-0.65412i,0.86872-0.8739i,0.35251+0.156i,-0.22394-0.72236i,0.21949+0.14379i,-0.21285-0.21065i,-0.79933+0.72093i,0.66094+0.86067i,0.36293-0.15358i,0.7879+0.71649i,0.35291-0.65262i,0.79049+0.64729i,-0.149-0.1432i,-0.80367+0.21231i,0.15081+0.79623i,0.29354+0.86552i,0.79548+0.86203i,-0.65899-0.6619i,-0.86788-0.86577i,-0.85585+0.15546i,-0.85346-0.2141i,-0.34959+0.72593i,0.73201-0.65384i,0.86467+0.1453i,0.35037+0.29258i,0.78663-0.22446i,0.3524-0.28478i,0.2849-0.28617i,0.78848+0.2193i,0.8613+0.28988i,0.35278+0.28402i,0.28056+0.28618i,-0.72305+0.28451i,0.65085-0.72669i,-0.14384+0.6536i,-0.8033-0.65153i,-0.35845-0.36114i,0.73099-0.78802i,0.86843-0.35915i,-0.15024+0.22304i,0.21234-0.21754i,0.79238+0.72179i,0.85984-0.65219i,-0.15426+0.14227i,0.21508+0.79992i,-0.21838+0.35545i,-0.79145+0.78729i,-0.358-0.65574i,0.7308-0.86839i,-0.1474+0.15601i,-0.29387+0.79817i,-0.28456+0.35707i,-0.28642+0.7915i,0.72681-0.65564i,0.35863-0.86747i,-0.7284+0.66108i,0.65342-0.14069i,2
521,0.5622+0.56573i,-0.4855+0.64493i,-0.6469-0.48987i,-0.64076-0.64766i,-0.63928-0.63763i,-0.63768+0.49013i,0.49241-0.48143i,0.64363+0.48307i,-0.48635-0.48592i,-0.64387+0.48113i,-0.63544-0.47982i,0.49355+0.48207i,0.64823+0.64734i,-0.49506-0.49121i,0.48573-0.64661i,0.64848-0.63869i,0.64273-0.63955i,0.64014-0.64051i,-0.49463-0.63924i,0.48662-0.6452i,0.65046-0.63822i,0.63985+0.49088i,-0.4907-0.48202i,0.48466-0.64651i,-0.48607+0.49157i,0.48473+0.64631i,0.64869-0.49203i,0.63705-0.64813i,-0.49059-0.63924i,0.48563-0.63887i,-0.48282+0.48884i,-0.64531-0.48444i,0.49282-0.64689i,-0.48867-0.63706i,-0.64528+0.49086i,-0.64001+0.64364i,0.4904+0.64238i,-0.48488+0.6379i,-0.64704+0.63859i,0.49379-0.49122i,-0.48423-0.6472i,-0.64326+0.49069i,-0.64094+0.64686i,0.49523+0.6405i,-0.48424-0.49595i,0.48209+0.48339i,-0.48001-0.48178i,0.48436+0.48085i,-0.48797-0.48385i,0.48145+0.48513i,-0.4843+0.64727i,0.48747-0.49034i,0.64405+0.48689i,0.64081+0.65105i,0.63645+0.63948i,-0.49075+0.64535i,0.48409+0.63795i,-0.48506+0.63599i,-0.64455+0.63875i,0.49257+0.64359i,0.64978-0.48936i,0.63594+0.48447i,0.64022-0.47965i,0.63656+0.48258i,-0.48854-0.48417i,-0.64969-0.6443i,0.49285-0.63974i,0.65243-0.63882i,0.64209-0.64277i,-0.49182-0.64076i,-0.64962-0.63818i,-0.63882-0.63645i,-0.63972+0.49178i,-0.63687+0.64706i,0.49231-0.49298i,-0.48701+0.48172i,0.48434-0.48463i,0.64985-0.64963i,0.64058+0.49283i,0.6446-0.48265i,-0.49314-0.64928i,-0.64674-0.6378i,0.49398-0.64077i,0.64919+0.49228i,-0.49288+0.64362i,-0.64853+0.6423i,0.49001+0.6389i,-0.48422-0.48802i,0.4827-0.65197i,-0.48524+0.49184i,0.47896-0.4876i,0.64663+0.48284i,-0.48844+0.64523i,0.48029+0.63907i,0.65023+0.6434i,0.64128-0.49168i,-0.49289+0.48515i,0.48607-0.48496i,0.64567+0.48229i,0.63919-0.48188i,1
